chaque	PRO:IND	chaque
trimestre	NOM	trimestre
,	PUN	,
une	DET:ART	un
sortie	NOM	sortie
aux	PRP:det	au
thermes	NOM	thermes
d'	PRP	de
amnéville-les-bains	NOM	amnéville-les-bains
est	VER:pres	être
organisée	VER:pper	organiser
,	PUN	,
et	KON	et
cette	PRO:DEM	ce
fois	NOM	foi|fois
c'	PRO:DEM	ce
est	VER:pres	être
la	DET:ART	le
mirecurtienne	ADJ	mirecurtienne
gv	NOM	gv
que	KON	que
préside	VER:pres	présider
christiane	NOM	christiane
voiriot	NOM	voiriot
,	PUN	,
qui	PRO:REL	qui
en	PRO:PER	en
avait	VER:impf	avoir
pris	VER:pper	prendre
la	DET:ART	le
charge	NOM	charge
.	SENT	.
les	DET:ART	le
cinquante-sept	NUM	cinquante-sept
places	NOM	place
du	PRP:det	du
bus	NOM	bus
ont	VER:pres	avoir
été	VER:pper	être
retenues	VER:pper	retenir
rapidement	ADV	rapidement
.	SENT	.
le	DET:ART	le
succès	NOM	succès
de	PRP	de
cette	PRO:DEM	ce
sortie	NOM	sortie
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
à	PRP	à
démontrer	VER:infi	démontrer
,	PUN	,
il	PRO:PER	il
faut	VER:pres	falloir
rappeler	VER:infi	rappeler
qu'	KON	que
il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
nécessaire	ADJ	nécessaire
d'	PRP	de
être	VER:infi	être
licencié	VER:pper	licencier
à	PRP	à
la	DET:ART	le
gymnastique	NOM	gymnastique
volontaire	ADJ	volontaire
ou	KON	ou
à	PRP	à
l'	DET:ART	le
astragale	NOM	astragale
pour	PRP	pour
pouvoir	NOM	pouvoir
s'	PRO:PER	se
inscrire	VER:infi	inscrire
.	SENT	.
le	DET:ART	le
départ	NOM	départ
a	VER:pres	avoir
eu	VER:pper	avoir
lieu	NOM	lieu
vendredi	NOM	vendredi
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
le	DET:ART	le
retour	NOM	retour
s'	PRO:PER	se
est	VER:pres	être
effectué	VER:pper	effectuer
à	PRP	à
1	NUM	@card@
h	ABR	heure
du	PRP:det	du
matin	NOM	matin
.	SENT	.
dans	PRP	dans
les	DET:ART	le
prochains	ADJ	prochain
jours	NOM	jour
,	PUN	,
une	DET:ART	un
autre	ADJ	autre
activité	NOM	activité
va	VER:pres	aller
être	VER:infi	être
proposée	VER:pper	proposer
au	PRP:det	au
cours	NOM	cour|cours
des	PRP:det	du
séances	NOM	séance
de	PRP	de
gymnastique	NOM	gymnastique
.	SENT	.
après	PRP	après
avoir	VER:infi	avoir
effectué	VER:pper	effectuer
un	DET:ART	un
stage	NOM	stage
d'	PRP	de
initiation	NOM	initiation
,	PUN	,
les	DET:ART	le
animatrices	NOM	animateur
sont	VER:pres	être
prêtes	ADJ	prêt
à	PRP	à
animer	VER:infi	animer
des	PRP:det	du
séances	NOM	séance
de	PRP	de
«	PUN:cit	«
fittball	NOM	fittball
»	PUN:cit	»
qui	PRO:REL	qui
permettront	VER:futu	permettre
de	PRP	de
diversifier	VER:infi	diversifier
encore	ADV	encore
mieux	ADV	mieux
les	DET:ART	le
heures	NOM	heure
de	PRP	de
gymnastique	NOM	gymnastique
avec	PRP	avec
une	DET:ART	un
notion	NOM	notion
prédominante	ADJ	prédominant
de	PRP	de
plaisir	NOM	plaisir
.	SENT	.
le	DET:ART	le
«	PUN:cit	«
fittball	NOM	fittball
»,	ADJ	»,
c'	PRO:DEM	ce
est	VER:pres	être
travailler	VER:infi	travailler
en	PRP	en
jouant	VER:ppre	jouer
.	SENT	.
une	DET:ART	un
raison	NOM	raison
de	PRP	de
plus	ADV	plus
de	PRP	de
découvrir	VER:infi	découvrir
la	DET:ART	le
mirecurtienne	ADJ	mirecurtienne
gv	NOM	gv
vendredi	NOM	vendredi
31	NUM	@card@
janvier	NOM	janvier
,	PUN	,
danse	NOM	danse
africaine	ADJ	africain
de	PRP	de
20	NUM	@card@
h	ABR	heure
à	PRP	à
21	NUM	@card@
h	ABR	heure
30	NUM	@card@
au	PRP:det	au
gymnase	NOM	gymnase
de	PRP	de
ravenel	NOM	ravenel
.	SENT	.
dimanche	NOM	dimanche
9	NUM	@card@
février	NOM	février
,	PUN	,
danse	NOM	danse
africaine	ADJ	africain
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
11	NUM	@card@
h	ABR	heure
au	PRP:det	au
gymnase	NOM	gymnase
de	PRP	de
ravenel	NOM	ravenel
.	SENT	.
