l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
danielle	ADJ	danielle
noël	NOM	noël
à	PRP	à
woinville	NOM	woinville
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.33	NUM	@card@
.	SENT	.
84	NUM	@card@
fax	NOM	fax
:	PUN	:
03.29	NUM	@card@
.	SENT	.
89.37	NUM	@card@
.	SENT	.
00	NUM	@card@
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
à	PRP	à
vigneulles	NOM	vigneulles
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h.	ABR	h.
permanences	NOM	permanence
en	PRP	en
mairie	NOM	mairie
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
:	PUN	:
du	PRP:det	du
maire	NOM	maire
,	PUN	,
des	PRP:det	du
adjoints	NOM	adjoint
.	SENT	.
permanence	NOM	permanence
de	PRP	de
guy	NOM	guy
gérard	ADJ	gérard
,	PUN	,
conciliateur	ADJ	conciliateur
de	PRP	de
justice	NOM	justice
,	PUN	,
de	PRP	de
9	NUM	@card@
à	PRP	à
11	NUM	@card@
heures	NOM	heure
,	PUN	,
à	PRP	à
la	DET:ART	le
mairie	NOM	mairie
,	PUN	,
entrée	NOM	entrée
rue	NOM	rue
chaussée	VER:pper	chausser
.	SENT	.
déchetterie	NOM	déchetterie
cantonale	ADJ	cantonal
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h.	ABR	h.
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
pour	PRP	pour
samedi	NOM	samedi
et	KON	et
dimanche	NOM	dimanche
jusqu'au	NOM	jusqu'au
lundi	NOM	lundi
8	NUM	@card@
h	ABR	heure
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.29	NUM	@card@
.	SENT	.
84.75	NUM	@card@
.	SENT	.
15	NUM	@card@
en	PRP	en
cas	NOM	cas
d'	PRP	de
extrême	ADJ	extrême
urgence	NOM	urgence
téléphoner	VER:infi	téléphoner
au	PRP:det	au
15	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
ce	PRO:DEM	ce
soir	NOM	soir
à	PRP	à
partir	VER:infi	partir
de	PRP	de
18	NUM	@card@
h	ABR	heure
et	KON	et
demain	ADV	demain
:	PUN	:
pharmacie	NOM	pharmacie
des	PRP:det	du
roches	NOM	roche
à	PRP	à
saint-mihiel	NOM	saint-mihiel
.	SENT	.
messes	NOM	messe
:	PUN	:
secteur	NOM	secteur
de	PRP	de
vigneulles	NOM	vigneulles
,	PUN	,
ce	PRO:DEM	ce
soir	NOM	soir
à	PRP	à
viéville	NOM	viéville
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
demain	NOM	demain
à	PRP	à
beney	NOM	beney
à	PRP	à
10	NUM	@card@
h	ABR	heure
,	PUN	,
célébration	NOM	célébration
à	PRP	à
vigneulles	NOM	vigneulles
à	PRP	à
11	NUM	@card@
h	ABR	heure
15	NUM	@card@
