c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
le	DET:ART	le
cadre	NOM	cadre
d'	PRP	de
un	DET:ART	un
projet	NOM	projet
autour	ADV	autour
de	PRP	de
l'	DET:ART	le
eau	NOM	eau
,	PUN	,
organisé	VER:pper	organiser
en	PRP	en
collaboration	NOM	collaboration
avec	PRP	avec
franche-comté	ADJ	franche-comté
nature	NOM	nature
environnement	NOM	environnement
,	PUN	,
que	KON	que
les	DET:ART	le
enfants	NOM	enfant
du	PRP:det	du
centre	NOM	centre
de	PRP	de
loisirs	NOM	loisir
de	PRP	de
port-sur-saône	NOM	port-sur-saône
ont	VER:pres	avoir
rendu	VER:pper	rendre
visite	NOM	visite
à	PRP	à
leurs	DET:POS	leur
copains	NOM	copain
de	PRP	de
montigny-lès-vesoul	NOM	montigny-lès-vesoul
.	SENT	.
après	PRP	après
deux	NUM	deux
journées	NOM	journée
organisées	VER:pper	organiser
autour	ADV	autour
de	PRP	de
la	DET:ART	le
mare	NOM	mare
et	KON	et
de	PRP	de
la	DET:ART	le
rivière	NOM	rivière
,	PUN	,
les	DET:ART	le
enfants	NOM	enfant
ont	VER:pres	avoir
participé	VER:pper	participer
à	PRP	à
des	PRP:det	du
activités	NOM	activité
ludiques	ADJ	ludique
qui	PRO:REL	qui
avaient	VER:impf	avoir
entre	PRP	entre
autres	ADJ	autre
objectifs	NOM	objectif
de	PRP	de
faire	VER:infi	faire
connaître	VER:infi	connaître
aux	PRP:det	au
enfants	NOM	enfant
le	DET:ART	le
trajet	NOM	trajet
de	PRP	de
l'	DET:ART	le
eau	NOM	eau
jusqu'à	NOM	jusqu'à
la	DET:ART	le
maison	NOM	maison
ainsi	KON	ainsi
que	KON	que
le	DET:ART	le
parcours	NOM	parcours
des	PRP:det	du
eaux	NOM	eau
usées	ADJ	usé
.	SENT	.
autre	ADJ	autre
thème	NOM	thème
évoqué	VER:pper	évoquer
:	PUN	:
l'	DET:ART	le
utilisation	NOM	utilisation
de	PRP	de
l'	DET:ART	le
eau	NOM	eau
dans	PRP	dans
la	DET:ART	le
vie	NOM	vie
de	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
jours	NOM	jour
et	KON	et
comment	ADV	comment
faire	VER:infi	faire
pour	PRP	pour
ne	ADV	ne
pas	ADV	pas
la	PRO:PER	la
gaspiller	VER:infi	gaspiller
!	SENT	!
le	DET:ART	le
centre	NOM	centre
de	PRP	de
loisirs	NOM	loisir
sera	VER:futu	être
ouvert	VER:pper	ouvrir
durant	PRP	durant
les	DET:ART	le
prochaines	ADJ	prochain
vacances	NOM	vacance
du	PRP:det	du
17	NUM	@card@
au	PRP:det	au
28	NUM	@card@
février	NOM	février
.	SENT	.
thème	NOM	thème
retenu	ADJ	retenu
:	PUN	:
les	DET:ART	le
couleurs	NOM	couleur
du	PRP:det	du
carnaval	NOM	carnaval
.	SENT	.
