l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
gildo	NOM	gildo
magi	ADJ	magi
,	PUN	,
187	NUM	@card@
rue	NOM	rue
de	PRP	de
la	DET:ART	le
libération	NOM	libération
à	PRP	à
bouligny	NAM	bouligny
,	PUN	,
tél	ABR	téléphone
:	PUN	:
03.29	NUM	@card@
.	SENT	.
87.97	NUM	@card@
.	SENT	.
59	NUM	@card@
médecin	NOM	médecin
de	PRP	de
garde	NOM	garde
:	PUN	:
régime	NOM	régime
général	ADJ	général
,	PUN	,
en	PRP	en
cas	NOM	cas
d'	PRP	de
urgence	NOM	urgence
téléphoner	VER:infi	téléphoner
au	PRP:det	au
centre	NOM	centre
15	NUM	@card@
;	PUN	;
régime	NOM	régime
minier	ADJ	minier
,	PUN	,
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.81	NUM	@card@
.	SENT	.
06	NUM	@card@
pharmacie	NOM	pharmacie
de	PRP	de
garde	NOM	garde
:	PUN	:
après	PRP	après
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
téléphoner	VER:infi	téléphoner
au	PRP:det	au
03.82	NUM	@card@
.	SENT	.
21.07	NUM	@card@
.	SENT	.
07	NUM	@card@
permanence	NOM	permanence
en	PRP	en
mairie	NOM	mairie
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
16	NUM	@card@
h	ABR	heure
,	PUN	,
serge	NOM	serge
landier	NOM	landier
(	PUN	(
cimetière	NOM	cimetière
,	PUN	,
logements	NOM	logement
,	PUN	,
patrimoine	NOM	patrimoine
).	VER:ppre	).
bibliothèque	NOM	bibliothèque
:	PUN	:
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h.	ABR	h.
gym	NOM	gym
volontaire	ADJ	volontaire
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
10	NUM	@card@
h	ABR	heure
au	PRP:det	au
gymnase	NOM	gymnase
.	SENT	.
top	NOM	top
loisirs	NOM	loisir
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
salle	NOM	salle
madeleine-hastert	NOM	madeleine-hastert
au	PRP:det	au
quartier	NOM	quartier
de	PRP	de
la	DET:ART	le
mourière	NOM	mourière
.	SENT	.
détente	NOM	détente
et	KON	et
loisirs	NOM	loisir
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
salle	NOM	salle
grimau	ADJ	grimau
au	PRP:det	au
quartier	NOM	quartier
de	PRP	de
joudreville	NOM	joudreville
.	SENT	.
club	NOM	club
pyramide	NOM	pyramide
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
salle	NOM	salle
annexe	ADJ	annexe
de	PRP	de
la	DET:ART	le
salle	NOM	salle
grimau	ADJ	grimau
.	SENT	.
chez	PRP	chez
nous	PRO:PER	nous
:	PUN	:
à	PRP	à
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
au	PRP:det	au
foyer	NOM	foyer
maurice-thorez	ADJ	maurice-thorez
.	SENT	.
entr'amis	NOM	entr'amis
:	PUN	:
à	PRP	à
14	NUM	@card@
h	ABR	heure
au	PRP:det	au
foyer	NOM	foyer
saint-pierre	NOM	saint-pierre
.	SENT	.
club	NOM	club
abc	NOM	abc
:	PUN	:
à	PRP	à
20	NUM	@card@
h	ABR	heure
au	PRP:det	au
foyer	NOM	foyer
maurice-thorez	ADJ	maurice-thorez
.	SENT	.
piscine	NOM	piscine
:	PUN	:
école	NOM	école
de	PRP	de
natation	NOM	natation
,	PUN	,
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
(	PUN	(
jeunes	ADJ	jeune
),	NOM	),
de	PRP	de
18	NUM	@card@
h	ABR	heure
40	NUM	@card@
à	PRP	à
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
(	PUN	(
adultes	ADJ	adulte
).	VER:futu	).
asbb	NOM	asbb
football	NOM	football
:	PUN	:
à	PRP	à
18	NUM	@card@
h	ABR	heure
au	PRP:det	au
gymnase	NOM	gymnase
,	PUN	,
entraînement	NOM	entraînement
(	PUN	(
seniors	NOM	senior
a	VER:pres	avoir
et	KON	et
b	VER:subi	b
).	VER:pper	).
asjpb	NOM	asjpb
basket-ball	NOM	basket-ball
:	PUN	:
à	PRP	à
19	NUM	@card@
h	ABR	heure
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
joudreville	NOM	joudreville
,	PUN	,
entraînement	NOM	entraînement
(	PUN	(
seniors	NOM	senior
a	VER:pres	avoir
et	KON	et
b	VER:subi	b
).	VER:pper	).
