c'	PRO:DEM	ce
est	VER:pres	être
dans	PRP	dans
la	DET:ART	le
salle	NOM	salle
de	PRP	de
la	DET:ART	le
mairie	NOM	mairie
que	KON	que
le	DET:ART	le
basket-club	NOM	basket-club
vient	VER:pres	venir
de	PRP	de
remettre	VER:infi	remettre
,	PUN	,
aux	PRP:det	au
gagnants	NOM	gagnant
de	PRP	de
la	DET:ART	le
tombola	NOM	tombola
qu'	PRO:REL	que
il	PRO:PER	il
avait	VER:impf	avoir
organisée	VER:pper	organiser
,	PUN	,
les	DET:ART	le
dindes	NOM	dinde
de	PRP	de
noël	NOM	noël
.	SENT	.
les	DET:ART	le
prochains	ADJ	prochain
matchs	NOM	match
de	PRP	de
basket	NOM	basket
de	PRP	de
janvier	NOM	janvier
:	PUN	:
aujourd'hui	ADV	aujourd'hui
samedi	NOM	samedi
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
les	DET:ART	le
cadettes	NOM	cadet
rencontrent	VER:pres	rencontrer
bar-le-duc	NOM	bar-le-duc
et	KON	et
à	PRP	à
18	NUM	@card@
h	ABR	heure
les	DET:ART	le
seniors	NOM	senior
filles	NOM	fille
rencontrent	VER:pres	rencontrer
commercy	NOM	commercy
;	PUN	;
le	DET:ART	le
samedi	NOM	samedi
25	NUM	@card@
janvier	NOM	janvier
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
les	DET:ART	le
cadets	NOM	cadet
rencontreront	VER:futu	rencontrer
bar-le-duc	NOM	bar-le-duc
.	SENT	.
