c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
grande	ADJ	grand
tristesse	NOM	tristesse
que	PRO:REL	que
nous	PRO:PER	nous
apprenons	VER:pres	apprendre
le	DET:ART	le
décès	NOM	décès
de	PRP	de
marie-josée	NOM	marie-josée
breton	ADJ	breton
,	PUN	,
à	PRP	à
l'	DET:ART	le
âge	NOM	âge
de	PRP	de
54	NUM	@card@
ans	NOM	an
.	SENT	.
sa	DET:POS	son
disparition	NOM	disparition
est	VER:pres	être
dûe	VER:simp	dûe
aux	PRP:det	au
conséquences	NOM	conséquence
d'	PRP	de
un	DET:ART	un
grave	ADJ	grave
accident	NOM	accident
de	PRP	de
la	DET:ART	le
circulation	NOM	circulation
dont	PRO:REL	dont
elle	PRO:PER	elle
a	VER:pres	avoir
été	VER:pper	être
victime	NOM	victime
le	DET:ART	le
21	NUM	@card@
février	NOM	février
2002	NUM	@card@
à	PRP	à
bouzey	NOM	bouzey
.	SENT	.
née	VER:pper	naître
le	DET:ART	le
14	NUM	@card@
juin	NOM	juin
1948	NUM	@card@
à	PRP	à
epinal	NOM	epinal
,	PUN	,
marie-josée	NOM	marie-josée
a	VER:pres	avoir
consacré	VER:pper	consacrer
sa	DET:POS	son
carrière	NOM	carrière
professionnelle	ADJ	professionnel
aux	PRP:det	au
entreprises	NOM	entreprise
adolphe	ADJ	adolphe
et	KON	et
jpvd	VER:pper	jpvd
de	PRP	de
uxegney	NOM	uxegney
où	PRO:REL	où
elle	PRO:PER	elle
avait	VER:impf	avoir
la	DET:ART	le
responsabilité	NOM	responsabilité
du	PRP:det	du
suivi	NOM	suivi
du	PRP:det	du
personnel	NOM	personnel
.	SENT	.
elle	PRO:PER	elle
était	VER:impf	être
également	ADV	également
chargée	VER:pper	charger
du	PRP:det	du
reclassement	NOM	reclassement
de	PRP	de
ceux-ci	NOM	ceux-ci
,	PUN	,
avec	PRP	avec
toutes	PRO:IND	tout
les	DET:ART	le
administrations	NOM	administration
concernées	VER:pper	concerner
,	PUN	,
reclassements	NOM	reclassement
dont	PRO:REL	dont
elle	PRO:PER	elle
a	VER:pres	avoir
été	VER:pper	être
félicitée	VER:pper	féliciter
pour	PRP	pour
leurs	DET:POS	leur
réussites	NOM	réussite
.	SENT	.
elle	PRO:PER	elle
est	VER:pres	être
venue	VER:pper	venir
rejoindre	VER:infi	rejoindre
le	DET:ART	le
village	NOM	village
de	PRP	de
girancourt	NOM	girancourt
après	PRP	après
son	DET:POS	son
union	NOM	union
avec	PRP	avec
alain	NOM	alain
breton	ADJ	breton
,	PUN	,
le	DET:ART	le
20	NUM	@card@
juillet	NOM	juillet
1968	NUM	@card@
marie-josée	NOM	marie-josée
était	VER:impf	être
la	DET:ART	le
maman	NOM	maman
de	PRP	de
david	NOM	david
,	PUN	,
qui	PRO:REL	qui
a	VER:pres	avoir
son	DET:POS	son
tour	NOM	tour
,	PUN	,
lui	PRO:PER	lui
a	VER:pres	avoir
donné	VER:pper	donner
2	NUM	@card@
petits-enfants	NOM	petits-enfants
,	PUN	,
marion	NOM	marion
et	KON	et
victor	NOM	victor
,	PUN	,
qu'	PRO:REL	que
elle	PRO:PER	elle
chérissait	VER:impf	chérir
énormément	ADV	énormément
.	SENT	.
la	DET:ART	le
lecture	NOM	lecture
faisait	VER:impf	faire
partie	VER:pper	partir
de	PRP	de
ses	DET:POS	son
passe-temps	NOM	passe-temps
favoris	ADJ	favori
,	PUN	,
ainsi	KON	ainsi
que	KON	que
les	DET:ART	le
fleurs	NOM	fleur
et	KON	et
le	DET:ART	le
jardinage	NOM	jardinage
qui	PRO:REL	qui
n'	ADV	ne
avaient	VER:impf	avoir
plus	ADV	plus
de	PRP	de
secrets	ADJ	secret
pour	PRP	pour
elle	PRO:PER	elle
.	SENT	.
marie-josée	NOM	marie-josée
était	VER:impf	être
également	ADV	également
une	DET:ART	un
membre	NOM	membre
des	PRP:det	du
plus	ADV	plus
actives	ADJ	actif
de	PRP	de
la	DET:ART	le
bibliothèque	NOM	bibliothèque
où	PRO:REL	où
elle	PRO:PER	elle
ne	ADV	ne
comptait	VER:impf	compter
pas	ADV	pas
son	DET:POS	son
temps	NOM	temps
pour	PRP	pour
aider	VER:infi	aider
au	PRP:det	au
fonctionnement	NOM	fonctionnement
de	PRP	de
la	DET:ART	le
bibliothèque	NOM	bibliothèque
.	SENT	.
son	DET:POS	son
corps	NOM	corps
repose	VER:pres	reposer
chez	PRP	chez
elle	PRO:PER	elle
,	PUN	,
à	PRP	à
girancourt	NOM	girancourt
,	PUN	,
au	PRP:det	au
1168	NUM	@card@
rue	NOM	rue
de	PRP	de
xertigny	NAM	xertigny
.	SENT	.
ses	DET:POS	son
obsèques	NOM	obsèques
auront	VER:futu	avoir
lieu	NOM	lieu
samedi	NOM	samedi
25	NUM	@card@
janvier	NOM	janvier
,	PUN	,
à	PRP	à
15	NUM	@card@
h	ABR	heure
,	PUN	,
à	PRP	à
l'	DET:ART	le
église	NOM	église
de	PRP	de
girancourt	NOM	girancourt
.	SENT	.
nos	DET:POS	notre
sincères	ADJ	sincère
condoléances	NOM	condoléance
aux	PRP:det	au
proches	NOM	proche
.	SENT	.
