c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
beaucoup	ADV	beaucoup
de	PRP	de
tristesse	NOM	tristesse
que	PRO:REL	que
nous	PRO:PER	nous
avons	VER:pres	avoir
appris	VER:pper	apprendre
le	DET:ART	le
décès	NOM	décès
d'	PRP	de
eugène	ADJ	eugène
vetturini	NOM	vetturini
.	SENT	.
membre	NOM	membre
actif	ADJ	actif
de	PRP	de
l'	DET:ART	le
association	NOM	association
sport-détente-loisirs	NOM	sport-détente-loisirs
,	PUN	,
dont	PRO:REL	dont
le	DET:ART	le
siège	NOM	siège
se	PRO:PER	se
trouve	VER:pres	trouver
au	PRP:det	au
23	NUM	@card@
rue	NOM	rue
de	PRP	de
chaillot	NOM	chaillot
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
est	VER:pres	être
toujours	ADV	toujours
montré	VER:pper	montrer
disponible	ADJ	disponible
pour	PRP	pour
apporter	VER:infi	apporter
son	DET:POS	son
aide	NOM	aide
dans	PRP	dans
les	DET:ART	le
animations	NOM	animation
de	PRP	de
quartier	NOM	quartier
.	SENT	.
les	DET:ART	le
différents	ADJ	différent
partenaires	NOM	partenaire
de	PRP	de
fontaine-ecu	NOM	fontaine-ecu
et	KON	et
de	PRP	de
montrapon	NOM	montrapon
:	PUN	:
le	DET:ART	le
«	PUN:cit	«
balzac	ADJ	balzac
»,	NOM	»,
l'	DET:ART	le
apim	NOM	apim
,	PUN	,
orange	ADJ	orange
,	PUN	,
l'	DET:ART	le
ophlm	NOM	ophlm
,	PUN	,
le	DET:ART	le
conseil	NOM	conseil
de	PRP	de
quartier	NOM	quartier
,	PUN	,
la	DET:ART	le
mpt	NOM	mpt
,	PUN	,
le	DET:ART	le
centre	NOM	centre
social	ADJ	social
,	PUN	,
rendent	VER:pres	rendre
hommage	NOM	hommage
à	PRP	à
son	DET:POS	son
dévouement	NOM	dévouement
apprécié	VER:pper	apprécier
de	PRP	de
tous	PRO:IND	tout
.	SENT	.
son	DET:POS	son
accent	NOM	accent
plein	ADJ	plein
de	PRP	de
soleil	NOM	soleil
et	KON	et
son	DET:POS	son
petit	ADJ	petit
air	NOM	air
malicieux	ADJ	malicieux
resteront	VER:futu	rester
à	PRP	à
jamais	ADV	jamais
dans	PRP	dans
un	DET:ART	un
petit	ADJ	petit
coin	NOM	coin
de	PRP	de
leur	DET:POS	leur
c	ADJ	c
	NOM	
ur	ADJ	ur
.	SENT	.
nous	PRO:PER	nous
présentons	VER:pres	présenter
nos	DET:POS	notre
condoléances	NOM	condoléance
à	PRP	à
sa	DET:POS	son
famille	NOM	famille
.	SENT	.
