l'	PRO:PER	la|le
est	VER:pres	être
répubicain	ADJ	répubicain
:	PUN	:
magali	ADJ	magali
maselli	NOM	maselli
,	PUN	,
15	NUM	@card@
rue	NOM	rue
du	PRP:det	du
grand	ADJ	grand
jardin	NOM	jardin
,	PUN	,
dammarie-sur-saulx	NOM	dammarie-sur-saulx
,	PUN	,
tél	ABR	téléphone
.	SENT	.
/	PUN	/
répondeur	NOM	répondeur
03.29	NUM	@card@
.	SENT	.
75.95	NUM	@card@
.	SENT	.
07	NUM	@card@
gymnastique	NOM	gymnastique
au	PRP:det	au
collège	NOM	collège
:	PUN	:
de	PRP	de
18	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h	ABR	heure
secrétariat	NOM	secrétariat
de	PRP	de
mairie	NOM	mairie
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
30	NUM	@card@
tél	ABR	téléphone
.	SENT	.
:	PUN	:
03.29	NUM	@card@
.	SENT	.
75.90	NUM	@card@
.	SENT	.
63	NUM	@card@
