«	PUN:cit	«
a	VER:pres	avoir
la	DET:ART	le
découverte	NOM	découverte
des	PRP:det	du
pyrénées	NOM	pyrénées
atlantiques	ADJ	atlantique
»,	ADJ	»,
c'	PRO:DEM	ce
est	VER:pres	être
le	DET:ART	le
séjour	NOM	séjour
proposé	VER:pper	proposer
par	PRP	par
l'	DET:ART	le
amicale	ADJ	amical
des	PRP:det	du
anciens	NOM	ancien
,	PUN	,
qui	PRO:REL	qui
se	PRO:PER	se
déroulera	VER:futu	dérouler
du	PRP:det	du
30	NUM	@card@
juin	NOM	juin
au	PRP:det	au
7	NUM	@card@
juillet	NOM	juillet
.	SENT	.
un	DET:ART	un
voyage	NOM	voyage
à	PRP	à
ne	ADV	ne
pas	ADV	pas
manquer	VER:infi	manquer
.	SENT	.
le	DET:ART	le
voyage	NOM	voyage
se	PRO:PER	se
fera	VER:futu	faire
en	PRP	en
autocar	NOM	autocar
grand	ADJ	grand
tourisme	NOM	tourisme
,	PUN	,
hôtel	NOM	hôtel
2	NUM	@card@
étoiles	NOM	étoile
à	PRP	à
lourdes	NOM	lourde
pour	PRP	pour
les	DET:ART	le
7	NUM	@card@
nuits	NOM	nuit
.	SENT	.
départ	NOM	départ
le	DET:ART	le
30	NUM	@card@
juin	NOM	juin
,	PUN	,
accueil	NOM	accueil
à	PRP	à
l'	DET:ART	le
hôtel	NOM	hôtel
vers	PRP	vers
19	NUM	@card@
h	ABR	heure
,	PUN	,
apéritif	NOM	apéritif
de	PRP	de
bienvenue	NOM	bienvenu|bienvenue
.	SENT	.
deuxième	NUM	deuxième
jour	NOM	jour
:	PUN	:
journée	NOM	journée
libre	ADJ	libre
à	PRP	à
lourdes	NOM	lourde
;	PUN	;
troisième	NUM	troisième
jour	NOM	jour
:	PUN	:
col	NOM	col
du	PRP:det	du
pourtalet	NOM	pourtalet
;	PUN	;
quatrième	NUM	quatrième
jour	NOM	jour
:	PUN	:
féerie	NOM	féerie
des	PRP:det	du
cascades	NOM	cascade
vallée	NOM	vallée
de	PRP	de
cauterets	ADJ	cauterets
et	KON	et
le	DET:ART	le
vallon	NOM	vallon
de	PRP	de
la	DET:ART	le
raillère	NOM	raillère
,	PUN	,
pont	NOM	pont
d'	PRP	de
espagne	NOM	espagne
,	PUN	,
pau	NOM	pau
,	PUN	,
la	DET:ART	le
capitale	NOM	capitale
du	PRP:det	du
béarn	NOM	béarn
,	PUN	,
visite	NOM	visite
du	PRP:det	du
château	NOM	château
d'	PRP	de
henri	ADJ	henri
iv	NOM	iv
,	PUN	,
jurançon	NOM	jurançon
,	PUN	,
visite	NOM	visite
d'	PRP	de
une	DET:ART	un
cave	NOM	cave
et	KON	et
dégustation	NOM	dégustation
.	SENT	.
cinquième	ADJ	cinquième
jour	NOM	jour
:	PUN	:
matinée	NOM	matinée
libre	ADJ	libre
.	SENT	.
après-midi	NOM	après-midi
:	PUN	:
gave	NOM	gave
de	PRP	de
pau	NOM	pau
et	KON	et
les	DET:ART	le
impressionnantes	ADJ	impressionnant
gorges	NOM	gorge
de	PRP	de
luz	NOM	luz
,	PUN	,
pont	NOM	pont
napoléon	NOM	napoléon
,	PUN	,
cirque	NOM	cirque
de	PRP	de
gavarnie	NOM	gavarnie
,	PUN	,
arrêt	NOM	arrêt
au	PRP:det	au
village	NOM	village
de	PRP	de
montagne	NOM	montagne
formant	VER:ppre	former
la	DET:ART	le
frontière	NOM	frontière
naturelle	ADJ	naturel
avec	PRP	avec
l'	DET:ART	le
espagne	NOM	espagne
,	PUN	,
dégustation	NOM	dégustation
de	PRP	de
produits	NOM	produit
régionaux	ADJ	régional
.	SENT	.
sixième	NUM	sixième
jour	NOM	jour
:	PUN	:
col	NOM	col
du	PRP:det	du
tourmalet	NOM	tourmalet
;	PUN	;
septième	ADJ	septième
jour	NOM	jour
:	PUN	:
visite	NOM	visite
d'	PRP	de
une	DET:ART	un
fabrique	NOM	fabrique
artisanale	ADJ	artisanal
de	PRP	de
statues	NOM	statue
religieuses	ADJ	religieux
.	SENT	.
les	DET:ART	le
grottes	NOM	grotte
de	PRP	de
betharam	NOM	betharam
,	PUN	,
vallée	NOM	vallée
de	PRP	de
ferrières	NOM	ferrière
,	PUN	,
col	NOM	col
de	PRP	de
soulor	NOM	soulor
pour	PRP	pour
savourer	VER:infi	savourer
le	DET:ART	le
superbe	ADJ	superbe
point	NOM	point
de	PRP	de
vue	NOM	vue
sur	PRP	sur
les	DET:ART	le
pyrénées	NOM	pyrénées
.	SENT	.
retour	NOM	retour
à	PRP	à
lourdes	NOM	lourde
par	PRP	par
le	DET:ART	le
col	NOM	col
d'	PRP	de
azun	NOM	azun
.	SENT	.
et	KON	et
le	DET:ART	le
huitième	ADJ	huitième
jour	NOM	jour
est	VER:pres	être
consacré	VER:pper	consacrer
au	PRP:det	au
voyage	NOM	voyage
du	PRP:det	du
retour	NOM	retour
.	SENT	.
toutes	PRO:IND	tout
les	DET:ART	le
soirées	NOM	soirée
sont	VER:pres	être
animées	VER:pper	animer
.	SENT	.
les	DET:ART	le
inscriptions	NOM	inscription
sont	VER:pres	être
en	PRP	en
cours	NOM	cour|cours
.	SENT	.
le	DET:ART	le
prix	NOM	prix
est	VER:pres	être
de	PRP	de
570	NUM	@card@
	NOM	
payables	ADJ	payable
en	PRP	en
3	NUM	@card@
