c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
la	DET:ART	le
salle	NOM	salle
polyvalente	ADJ	polyvalent
de	PRP	de
dampierre-lès-conflans	NOM	dampierre-lès-conflans
que	KON	que
le	DET:ART	le
maire	NOM	maire
,	PUN	,
jean-louis	NOM	jean-louis
mouge	ADJ	mouge
,	PUN	,
entouré	VER:pper	entourer
de	PRP	de
plusieurs	PRO:IND	plusieurs
membres	NOM	membre
du	PRP:det	du
conseil	NOM	conseil
municipal	ADJ	municipal
,	PUN	,
avait	VER:impf	avoir
invité	VER:pper	inviter
la	DET:ART	le
trentaine	NOM	trentaine
d'	PRP	de
aînés	NOM	aîné
du	PRP:det	du
village	NOM	village
pour	PRP	pour
partager	VER:infi	partager
la	DET:ART	le
traditionnelle	ADJ	traditionnel
galette	NOM	galette
.	SENT	.
les	DET:ART	le
discussions	NOM	discussion
allaient	VER:impf	aller
bon	ADJ	bon
train	NOM	train
autour	ADV	autour
du	PRP:det	du
goûter	NOM	goûter
qui	PRO:REL	qui
permet	VER:pres	permettre
chaque	PRO:IND	chaque
année	NOM	année
aux	PRP:det	au
anciens	ADJ	ancien
de	PRP	de
se	PRO:PER	se
retrouver	VER:infi	retrouver
et	KON	et
surtout	ADV	surtout
de	PRP	de
passer	VER:infi	passer
un	DET:ART	un
agréable	ADJ	agréable
moment	NOM	moment
avec	PRP	avec
les	DET:ART	le
autres	ADJ	autre
générations	NOM	génération
.	SENT	.
