c'	PRO:DEM	ce
est	VER:pres	être
mardi	NOM	mardi
que	KON	que
christine	NOM	christine
nansé	NOM	nansé
est	VER:pres	être
décédée	VER:pper	décéder
tragiquement	ADV	tragiquement
.	SENT	.
elle	PRO:PER	elle
était	VER:impf	être
née	VER:pper	naître
meyer	VER:infi	meyer
dans	PRP	dans
une	DET:ART	un
vieille	ADJ	vieux
famille	NOM	famille
belfortaine	ADJ	belfortaine
de	PRP	de
trois	NUM	trois
enfants	NOM	enfant
,	PUN	,
le	DET:ART	le
29	NUM	@card@
septembre	NOM	septembre
1942	NUM	@card@
et	KON	et
elle	PRO:PER	elle
passera	VER:futu	passer
toute	PRO:IND	tout
sa	DET:POS	son
vie	NOM	vie
dans	PRP	dans
sa	DET:POS	son
ville	NOM	ville
.	SENT	.
elle	PRO:PER	elle
travailla	VER:simp	travailler
dans	PRP	dans
une	DET:ART	un
usine	NOM	usine
de	PRP	de
tissage	NOM	tissage
à	PRP	à
valdoie	NOM	valdoie
,	PUN	,
puis	ADV	puis
entra	VER:simp	entrer
à	PRP	à
l'	DET:ART	le
alstom	NOM	alstom
où	PRO:REL	où
elle	PRO:PER	elle
était	VER:impf	être
femme	NOM	femme
de	PRP	de
ménage	NOM	ménage
.	SENT	.
elle	PRO:PER	elle
avait	VER:impf	avoir
épousé	VER:pper	épouser
jean-pierre	NOM	jean-pierre
nansé	NOM	nansé
,	PUN	,
avec	PRP	avec
lequel	PRO:REL	lequel
elle	PRO:PER	elle
aura	VER:futu	avoir
deux	NUM	deux
enfants	NOM	enfant
,	PUN	,
sylvie	NOM	sylvie
,	PUN	,
épouse	NOM	épouse
de	PRP	de
didier	ADJ	didier
querry	NOM	querry
,	PUN	,
et	KON	et
philippe	NOM	philippe
,	PUN	,
époux	NOM	époux
de	PRP	de
sabrina	NOM	sabrina
clément	ADJ	clément
.	SENT	.
elle	PRO:PER	elle
avait	VER:impf	avoir
trois	NUM	trois
petits-enfants	NOM	petits-enfants
:	PUN	:
damien	NOM	damien
,	PUN	,
maxime	NOM	maxime
et	KON	et
quentin	NOM	quentin
.	SENT	.
christine	ADJ	christine
nansé	NOM	nansé
était	VER:impf	être
une	DET:ART	un
personne	NOM	personne
discrète	ADJ	discret
pour	KON	pour
laquelle	PRO:REL	lequel
la	DET:ART	le
famille	NOM	famille
était	VER:impf	être
le	DET:ART	le
centre	NOM	centre
de	PRP	de
la	DET:ART	le
vie	NOM	vie
.	SENT	.
très	ADV	très
gentille	ADJ	gentil
,	PUN	,
elle	PRO:PER	elle
était	VER:impf	être
toujours	ADV	toujours
à	PRP	à
l'	DET:ART	le
écoute	NOM	écoute
des	PRP:det	du
autres	ADJ	autre
et	KON	et
,	PUN	,
«	PUN:cit	«
le	DET:ART	le
c	NOM	c
	ADJ	
ur	VER:simp	ur
sur	PRP	sur
la	DET:ART	le
main	NOM	main
»	PUN:cit	»
elle	PRO:PER	elle
rendait	VER:impf	rendre
service	NOM	service
spontanément	ADV	spontanément
et	KON	et
sans	PRP	sans
compter	VER:infi	compter
.	SENT	.
elle	PRO:PER	elle
aimait	VER:impf	aimer
jardiner	VER:infi	jardiner
,	PUN	,
et	KON	et
,	PUN	,
quand	KON	quand
ses	DET:POS	son
enfants	NOM	enfant
étaient	VER:impf	être
petits	ADJ	petit
,	PUN	,
elle	PRO:PER	elle
tricotait	VER:impf	tricoter
beaucoup	ADV	beaucoup
pour	PRP	pour
eux	PRO:PER	eux
.	SENT	.
les	DET:ART	le
obsèques	NOM	obsèques
religieuses	ADJ	religieux
seront	VER:futu	être
célébrées	VER:pper	célébrer
samedi	NOM	samedi
à	PRP	à
10	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
l'	DET:ART	le
église	NOM	église
de	PRP	de
valdoie	NOM	valdoie
.	SENT	.
nos	DET:POS	notre
condoléances	NOM	condoléance
.	SENT	.
