l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
claude	NOM	claude
mangin	NAM	Mangin
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.13	NUM	@card@
.	SENT	.
59	NUM	@card@
ou	KON	ou
06.09	NUM	@card@
.	SENT	.
26.22	NUM	@card@
.	SENT	.
63	NUM	@card@
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
87.01	NUM	@card@
.	SENT	.
40	NUM	@card@
mairie	NOM	mairie
:	PUN	:
secrétariat	NOM	secrétariat
ouvert	VER:pper	ouvrir
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
12	NUM	@card@
h.	ABR	h.
décharge	NOM	décharge
municipale	ADJ	municipal
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
16	NUM	@card@
h.	ABR	h.
avant	PRP	avant
garde	NOM	garde
:	PUN	:
école	NOM	école
de	PRP	de
tir	NOM	tir
et	KON	et
adultes	NOM	adulte
,	PUN	,
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h.	ABR	h.
judo	NOM	judo
:	PUN	:
suivant	VER:ppre	suivre
le	DET:ART	le
niveau	NOM	niveau
,	PUN	,
de	PRP	de
13	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
14	NUM	@card@
h	ABR	heure
15	NUM	@card@
;	PUN	;
de	PRP	de
14	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
15	NUM	@card@
h	ABR	heure
15	NUM	@card@
;	PUN	;
de	PRP	de
15	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
16	NUM	@card@
h	ABR	heure
15	NUM	@card@
;	PUN	;
de	PRP	de
16	NUM	@card@
h	ABR	heure
15	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
15	NUM	@card@
scouts	NOM	scout
unitaires	ADJ	unitaire
:	PUN	:
pavillon	NOM	pavillon
françois	ADJ	françois
verdun	ADJ	verdun
,	PUN	,
activités	NOM	activité
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
tennis	NOM	tennis
de	PRP	de
table	NOM	table
:	PUN	:
gymnase	NOM	gymnase
de	PRP	de
l'	DET:ART	le
école	NOM	école
primaire	ADJ	primaire
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
harmonie	NOM	harmonie
stainoise	ADJ	stainoise
:	PUN	:
assemblée	NOM	assemblée
générale	ADJ	général
au	PRP:det	au
local	NOM	local
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
