c'	PRO:DEM	ce
est	VER:pres	être
place	NOM	place
emile-peugeot	NOM	emile-peugeot
que	KON	que
la	DET:ART	le
librairie	NOM	librairie
nicod	NOM	nicod
s'	PRO:PER	se
installera	VER:futu	installer
à	PRP	à
compter	VER:infi	compter
du	PRP:det	du
18	NUM	@card@
février	NOM	février
2002	NUM	@card@
horaires	NOM	horaire
d'	PRP	de
ouverture	NOM	ouverture
du	PRP:det	du
lundi	NOM	lundi
après-midi	NOM	après-midi
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h	ABR	heure
jusqu'au	NOM	jusqu'au
samedi	NOM	samedi
.	SENT	.
ouvert	VER:pper	ouvrir
les	DET:ART	le
matins	NOM	matin
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
depuis	PRP	depuis
le	DET:ART	le
mardi	NOM	mardi
.	SENT	.
