l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
elise	NOM	elise
pingard	ADJ	pingard
,	PUN	,
tél	ABR	téléphone
.	SENT	.
06.82	NUM	@card@
.	SENT	.
45.14	NUM	@card@
.	SENT	.
92	NUM	@card@
ou	KON	ou
03.29	NUM	@card@
.	SENT	.
80.90	NUM	@card@
.	SENT	.
48	NUM	@card@
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
80.81	NUM	@card@
.	SENT	.
19	NUM	@card@
codecom	NOM	codecom
du	PRP:det	du
val	NOM	val
dunois	NOM	dunois
:	PUN	:
secrétariat	NOM	secrétariat
ouvert	VER:pper	ouvrir
de	PRP	de
7	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h.	ABR	h.
galerie	NOM	galerie
ipoustéguy	NOM	ipoustéguy
et	KON	et
office	NOM	office
du	PRP:det	du
tourisme	NOM	tourisme
:	PUN	:
fermeture	NOM	fermeture
hebdomadaire	ADJ	hebdomadaire
.	SENT	.
bibliothèque	NOM	bibliothèque
«	PUN:cit	«
ùlivres	NOM	ùlivres
en	PRP	en
campagne	NOM	campagne
»	PUN:cit	»
:	PUN	:
ouverte	VER:pper	ouvrir
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
,	PUN	,
dans	PRP	dans
le	DET:ART	le
centre	NOM	centre
culturel	ADJ	culturel
ipoustéguy	NOM	ipoustéguy
.	SENT	.
gymnastique	ADJ	gymnastique
:	PUN	:
cours	NOM	cour|cours
organisé	VER:pper	organiser
par	PRP	par
le	DET:ART	le
judo-club	NOM	judo-club
,	PUN	,
à	PRP	à
20	NUM	@card@
h	ABR	heure
,	PUN	,
au	PRP:det	au
-	PUN	-
dessus	ADV	dessus
de	PRP	de
la	DET:ART	le
mairie	NOM	mairie
,	PUN	,
à	PRP	à
dun-sur-meuse	NOM	dun-sur-meuse
.	SENT	.
danse	NOM	danse
classique	ADJ	classique
«	PUN:cit	«
ùrêve	VER:pres	ùrêve
errance	NOM	errance
»	PUN:cit	»
:	PUN	:
de	PRP	de
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
19	NUM	@card@
h	ABR	heure
,	PUN	,
pour	PRP	pour
les	DET:ART	le
enfants	NOM	enfant
et	KON	et
de	PRP	de
19	NUM	@card@
h	ABR	heure
à	PRP	à
20	NUM	@card@
h	ABR	heure
pour	PRP	pour
les	DET:ART	le
adolescents	NOM	adolescent
,	PUN	,
au	PRP:det	au
gymnase	NOM	gymnase
à	PRP	à
dun-sur-meuse	NOM	dun-sur-meuse
.	SENT	.
volley-ball	NOM	volley-ball
:	PUN	:
rencontre	NOM	rencontre
avec	PRP	avec
damvillers	NOM	damvillers
,	PUN	,
rendez-vous	NOM	rendez-vous
au	PRP:det	au
gymnase	NOM	gymnase
de	PRP	de
dun-sur-meuse	NOM	dun-sur-meuse
à	PRP	à
20	NUM	@card@
h	ABR	heure
,	PUN	,
début	NOM	début
de	PRP	de
la	DET:ART	le
rencontre	NOM	rencontre
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
