«	PUN:cit	«
le	DET:ART	le
temps	NOM	temps
est	VER:pres	être
correct	ADJ	correct
...	PUN	...
c'	PRO:DEM	ce
est	VER:pres	être
fabuleux	ADJ	fabuleux
,	PUN	,
mais	KON	mais
parfois	ADV	parfois
fatiguant	VER:ppre	fatiguer
».	VER:pper	».
c'	PRO:DEM	ce
est	VER:pres	être
en	PRP	en
ces	PRO:DEM	ce
termes	NOM	terme
que	KON	que
les	DET:ART	le
collégiens	NOM	collégien
d'	PRP	de
anatole-france	NOM	anatole-france
,	PUN	,
partis	VER:pper	partir
en	PRP	en
voyage	NOM	voyage
de	PRP	de
travail	NOM	travail
en	PRP	en
andalousie	NOM	andalousie
,	PUN	,
informent	VER:pres	informer
régulièrement	ADV	régulièrement
leur	DET:POS	leur
famille	NOM	famille
et	KON	et
leur	DET:POS	leur
établissement	NOM	établissement
.	SENT	.
une	DET:ART	un
escapade	NOM	escapade
formidable	ADJ	formidable
,	PUN	,
qui	PRO:REL	qui
fait	VER:pres	faire
partie	VER:pper	partir
d'	PRP	de
un	DET:ART	un
projet	NOM	projet
d'	PRP	de
école	NOM	école
,	PUN	,
et	KON	et
dont	PRO:REL	dont
le	DET:ART	le
thème	NOM	thème
cette	PRO:DEM	ce
année	NOM	année
est	VER:pres	être
l'	DET:ART	le
architecture	NOM	architecture
médiévale	ADJ	médiéval
.	SENT	.
chaque	PRO:IND	chaque
jour	NOM	jour
est	VER:pres	être
une	DET:ART	un
découverte	NOM	découverte
nouvelle	ADJ	nouveau
avec	PRP	avec
des	PRP:det	du
étapes	NOM	étape
aussi	ADV	aussi
grandioses	ADJ	grandiose
que	KON	que
tolède	VER:pres	tolède
,	PUN	,
cordoue	NOM	cordoue
,	PUN	,
madrid	NAM	Madrid
ou	KON	ou
encore	ADV	encore
grenade	NOM	grenade
.	SENT	.
si	KON	si
le	DET:ART	le
groupe	NOM	groupe
de	PRP	de
filles	NOM	fille
et	KON	et
garçons	NOM	garçon
(	PUN	(
43	NUM	@card@
au	PRP:det	au
total	NOM	total
)	PUN	)
a	VER:pres	avoir
quitté	VER:pper	quitter
bethoncourt	ADJ	bethoncourt
dimanche	NOM	dimanche
tôt	ADV	tôt
le	DET:ART	le
matin	NOM	matin
avec	PRP	avec
la	DET:ART	le
neige	NOM	neige
et	KON	et
le	DET:ART	le
froid	NOM	froid
,	PUN	,
il	PRO:PER	il
a	VER:pres	avoir
trouvé	VER:pper	trouver
un	DET:ART	un
temps	NOM	temps
relativement	ADV	relativement
correct	ADJ	correct
dans	PRP	dans
le	DET:ART	le
grand	ADJ	grand
sud	NOM	sud
.	SENT	.
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
même	ADV	même
eu	VER:pper	avoir
baignade	NOM	baignade
en	PRP	en
méditerranée	ADJ	méditerrané
mercredi	NOM	mercredi
à	PRP	à
la	DET:ART	le
station	NOM	station
balnéaire	ADJ	balnéaire
d'	PRP	de
al	ADJ	al
mouniécar	NOM	mouniécar
.	SENT	.
un	DET:ART	un
peu	ADV	peu
frisquette	ADJ	frisquet
l'	DET:ART	le
eau	NOM	eau
malgré	PRP	malgré
tout	NOM	tout
,	PUN	,
mais	KON	mais
ravigorante	ADJ	ravigorante
tout	ADV	tout
de	PRP	de
même	ADJ	même
.	SENT	.
difficile	ADJ	difficile
en	PRP	en
effet	NOM	effet
d'	PRP	de
imaginer	VER:infi	imaginer
que	KON	que
l'	PRO:PER	la|le
on	PRO:PER	on
puisse	VER:subp	pouvoir
se	PRO:PER	se
baigner	VER:infi	baigner
en	PRP	en
février	NOM	février
,	PUN	,
alors	ADV	alors
que	KON	que
le	DET:ART	le
thermomètre	NOM	thermomètre
à	PRP	à
champvallon	NOM	champvallon
frise	VER:pres	friser
le	DET:ART	le
négatif	NOM	négatif
.	SENT	.
bref	ADV	bref
,	PUN	,
les	DET:ART	le
collégiens	ADJ	collégien
bethoncourtois	NOM	bethoncourtois
vont	VER:pres	aller
bien	ADV	bien
.	SENT	.
ils	PRO:PER	il
disent	VER:pres	dire
être	VER:infi	être
ravis	VER:pper	ravir
du	PRP:det	du
séjour	NOM	séjour
,	PUN	,
d'	PRP	de
avoir	VER:infi	avoir
vu	VER:pper	voir
des	PRP:det	du
merveilles	NOM	merveille
.	SENT	.
que	KON	que
de	PRP	de
souvenirs	NOM	souvenir
engrangés	VER:pper	engranger
dans	PRP	dans
les	DET:ART	le
têtes	NOM	tête
et	KON	et
qu'	PRO:REL	que
ils	PRO:PER	il
raconteront	VER:futu	raconter
à	PRP	à
leurs	DET:POS	leur
amis	NOM	ami
et	KON	et
parents	NOM	parent|parents
,	PUN	,
à	PRP	à
leur	DET:POS	leur
retour	NOM	retour
,	PUN	,
ce	PRO:DEM	ce
week-end	NOM	week-end
.	SENT	.
