l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
claude	NOM	claude
mangin	NAM	Mangin
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.13	NUM	@card@
.	SENT	.
59	NUM	@card@
ou	KON	ou
06.09	NUM	@card@
.	SENT	.
26.22	NUM	@card@
.	SENT	.
63	NUM	@card@
fax	NOM	fax
03.29	NUM	@card@
.	SENT	.
87.01	NUM	@card@
.	SENT	.
40	NUM	@card@
mairie	NOM	mairie
:	PUN	:
secrétariat	NOM	secrétariat
,	PUN	,
ouvert	VER:pper	ouvrir
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
;	PUN	;
permanences	NOM	permanence
de	PRP	de
robert	NOM	robert
bruge	NOM	bruge
(	PUN	(
circulation	NOM	circulation
)	PUN	)
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
;	PUN	;
valérie	NOM	valérie
dambrine	ADJ	dambrine
(	PUN	(
manifestations	NOM	manifestation
)	PUN	)
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
;	PUN	;
ginette	NOM	ginette
loiselier	ADJ	loiselier
(	PUN	(
action	NOM	action
sociale	ADJ	social
)	PUN	)
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
;	PUN	;
marie-thérèse	NOM	marie-thérèse
cucini	NOM	cucini
(	PUN	(
finances	NOM	finance
)	PUN	)
de	PRP	de
17	NUM	@card@
h	ABR	heure
à	PRP	à
18	NUM	@card@
h	ABR	heure
;	PUN	;
christian	NOM	christian
miconi	NOM	miconi
de	PRP	de
18	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h.	ABR	h.
garderie	NOM	garderie
«	PUN:cit	«
ùla	VER:simp	ùla
galipette	NOM	galipette
»	PUN:cit	»
:	PUN	:
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
11	NUM	@card@
h	ABR	heure
50	NUM	@card@
et	KON	et
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
centre	NOM	centre
social	ADJ	social
et	KON	et
culturel	ADJ	culturel
:	PUN	:
carrefour	NOM	carrefour
emploi	NOM	emploi
,	PUN	,
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
12	NUM	@card@
h	ABR	heure
;	PUN	;
mission	NOM	mission
locale	ADJ	local
,	PUN	,
de	PRP	de
9	NUM	@card@
h	ABR	heure
à	PRP	à
12	NUM	@card@
h	ABR	heure
et	KON	et
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
17	NUM	@card@
h	ABR	heure
;	PUN	;
accompagnement	NOM	accompagnement
scolaire	ADJ	scolaire
,	PUN	,
de	PRP	de
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h.	ABR	h.
gymnastique	NOM	gymnastique
volontaire	ADJ	volontaire
:	PUN	:
adultes	ADJ	adulte
,	PUN	,
à	PRP	à
la	DET:ART	le
salle	NOM	salle
de	PRP	de
judo	NOM	judo
,	PUN	,
de	PRP	de
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
10	NUM	@card@
h	ABR	heure
30	NUM	@card@
office	NOM	office
du	PRP:det	du
tourisme	NOM	tourisme
:	PUN	:
ouvert	VER:pper	ouvrir
de	PRP	de
13	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
87.20	NUM	@card@
.	SENT	.
80	NUM	@card@
yoga	NOM	yoga
:	PUN	:
à	PRP	à
la	DET:ART	le
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
,	PUN	,
de	PRP	de
14	NUM	@card@
h	ABR	heure
à	PRP	à
15	NUM	@card@
h	ABR	heure
30	NUM	@card@
oxygène	NOM	oxygène
:	PUN	:
au	PRP:det	au
local	NOM	local
,	PUN	,
place	NOM	place
du	PRP:det	du
bosquet	NOM	bosquet
,	PUN	,
de	PRP	de
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
et	KON	et
de	PRP	de
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
22	NUM	@card@
h.	ABR	h.
judo	NOM	judo
:	PUN	:
premier	NUM	premier
cours	NOM	cour|cours
de	PRP	de
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
;	PUN	;
deuxième	NUM	deuxième
cours	NOM	cour|cours
de	PRP	de
18	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
;	PUN	;
troisième	NUM	troisième
cours	NOM	cour|cours
de	PRP	de
19	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
grillon	NOM	grillon
de	PRP	de
la	DET:ART	le
woëvre	NOM	woëvre
:	PUN	:
répétition	NOM	répétition
à	PRP	à
la	DET:ART	le
bibliothèque	NOM	bibliothèque
,	PUN	,
à	PRP	à
17	NUM	@card@
h	ABR	heure
30	NUM	@card@
groupement	NOM	groupement
artistique	ADJ	artistique
de	PRP	de
la	DET:ART	le
woëvre	NOM	woëvre
:	PUN	:
peinture-sculpture	NOM	peinture-sculpture
,	PUN	,
au	PRP:det	au
local	NOM	local
de	PRP	de
la	DET:ART	le
rue	NOM	rue
thiers	ADJ	thiers
,	PUN	,
à	PRP	à
partir	VER:infi	partir
de	PRP	de
19	NUM	@card@
h	ABR	heure
50	NUM	@card@
