lors	ADV	lors
du	PRP:det	du
dernier	ADJ	dernier
conseil	NOM	conseil
municipal	ADJ	municipal
les	DET:ART	le
délibérations	NOM	délibération
suivantes	ADJ	suivant
ont	VER:pres	avoir
été	VER:pper	être
prises	VER:pper	prendre
:	PUN	:
terrain	NOM	terrain
préempté	VER:pper	préempter
:	PUN	:
après	PRP	après
une	DET:ART	un
large	ADJ	large
discussion	NOM	discussion
,	PUN	,
le	DET:ART	le
conseil	NOM	conseil
municipal	ADJ	municipal
,	PUN	,
considèrant	VER:ppre	considèrant
que	KON	que
le	DET:ART	le
nombre	NOM	nombre
de	PRP	de
terrains	NOM	terrain
à	PRP	à
construire	VER:infi	construire
sur	PRP	sur
la	DET:ART	le
commune	NOM	commune
de	PRP	de
dompaire	NOM	dompaire
ne	ADV	ne
cesse	VER:pres	cesser
de	PRP	de
croître	VER:infi	croître
et	KON	et
que	KON	que
la	DET:ART	le
modification	NOM	modification
par	PRP	par
la	DET:ART	le
commune	NOM	commune
de	PRP	de
son	DET:POS	son
plan	NOM	plan
d'	PRP	de
urbanisme	NOM	urbanisme
est	VER:pres	être
une	DET:ART	un
volonté	NOM	volonté
politique	ADJ	politique
de	PRP	de
celle	PRO:DEM	celui
ci	ADV	ci
en	PRP	en
vue	NOM	vue
de	PRP	de
rendre	VER:infi	rendre
disponible	ADJ	disponible
des	PRP:det	du
terrains	NOM	terrain
,	PUN	,
décide	VER:pres	décider
,	PUN	,
en	PRP	en
application	NOM	application
du	PRP:det	du
code	NOM	code
des	PRP:det	du
collectivités	NOM	collectivité
terrotoriales	ADJ	terrotoriales
et	KON	et
du	PRP:det	du
code	NOM	code
de	PRP	de
l'	DET:ART	le
urbanisme	NOM	urbanisme
,	PUN	,
de	PRP	de
faire	VER:infi	faire
valoir	VER:infi	valoir
le	DET:ART	le
droit	NOM	droit
de	PRP	de
préemption	NOM	préemption
qu'	PRO:REL	que
elle	PRO:PER	elle
détient	VER:pres	détenir
sur	PRP	sur
l'	DET:ART	le
aliénation	NOM	aliénation
de	PRP	de
l'	DET:ART	le
immeuble	NOM	immeuble
cadastré	VER:pper	cadastrer
ac	ABR	ac
285	NUM	@card@
286	ABR	@card@
287	NUM	@card@
d'	PRP	de
une	DET:ART	un
superficie	NOM	superficie
de	PRP	de
1674	NUM	@card@
m	NOM	m
2,	NUM	@card@
et	KON	et
décide	VER:pres	décider
d'	PRP	de
acquérir	VER:infi	acquérir
ces	PRO:DEM	ce
biens	NOM	bien
au	PRP:det	au
prix	NOM	prix
fixé	VER:pper	fixer
par	PRP	par
le	DET:ART	le
vendeur	NOM	vendeur
.	SENT	.
la	DET:ART	le
décision	NOM	décision
est	VER:pres	être
adoptée	VER:pper	adopter
à	PRP	à
l'	DET:ART	le
unanimité	NOM	unanimité
.	SENT	.
achat	NOM	achat
de	PRP	de
terrain	NOM	terrain
:	PUN	:
le	DET:ART	le
maire	NOM	maire
expose	VER:pres	exposer
au	PRP:det	au
conseil	NOM	conseil
que	KON	que
la	DET:ART	le
parcelle	NOM	parcelle
cadastrée	VER:pper	cadastrer
ab	ADV	ab
133	NUM	@card@
d'	PRP	de
une	DET:ART	un
superficie	NOM	superficie
de	PRP	de
250	NUM	@card@
m	NOM	m
2	NUM	@card@
est	VER:pres	être
à	PRP	à
vendre	VER:infi	vendre
.	SENT	.
la	DET:ART	le
commune	NOM	commune
possédant	VER:ppre	posséder
tous	PRO:IND	tout
les	DET:ART	le
terrains	NOM	terrain
attenants	ADJ	attenant
,	PUN	,
le	DET:ART	le
maire	NOM	maire
dit	VER:pres	dire
qu'	KON	que
il	PRO:PER	il
serait	VER:cond	être
intéressant	VER:ppre	intéresser
de	PRP	de
l'	PRO:PER	la|le
acquérir	VER:infi	acquérir
,	PUN	,
le	DET:ART	le
prix	NOM	prix
de	PRP	de
vente	NOM	vente
étant	VER:ppre	être
de	PRP	de
3.600	NUM	@card@
	NOM	
frais	ADJ	frais
compris	VER:pper	comprendre
.	SENT	.
le	DET:ART	le
conseil	NOM	conseil
est	VER:pres	être
d'	PRP	de
accord	NOM	accord
pour	PRP	pour
l'	DET:ART	le
acquisition	NOM	acquisition
mais	KON	mais
estime	NOM	estime
que	KON	que
le	DET:ART	le
prix	NOM	prix
est	VER:pres	être
trop	ADV	trop
élevé	VER:pper	élever
et	KON	et
autorise	VER:pres	autoriser
le	DET:ART	le
maire	NOM	maire
à	PRP	à
négocier	VER:infi	négocier
.	SENT	.
plu	VER:pper	plaire|pleuvoir
:	PUN	:
le	DET:ART	le
maire	NOM	maire
expose	VER:pres	exposer
au	PRP:det	au
conseil	NOM	conseil
municipal	ADJ	municipal
les	DET:ART	le
conditions	NOM	condition
dans	PRP	dans
lesquelles	PRO:REL	lequel
le	DET:ART	le
projet	NOM	projet
de	PRP	de
révision	NOM	révision
du	PRP:det	du
plu	VER:pper	plaire|pleuvoir
a	VER:pres	avoir
été	VER:pper	être
établi	VER:pper	établir
et	KON	et
à	PRP	à
quelle	PRO:REL	quel
étape	NOM	étape
il	PRO:PER	il
se	PRO:PER	se
situe	VER:pres	situer
et	KON	et
le	DET:ART	le
bilan	NOM	bilan
de	PRP	de
la	DET:ART	le
concertation	NOM	concertation
qui	PRO:REL	qui
s'	PRO:PER	se
est	VER:pres	être
déroulée	VER:pper	dérouler
tout	ADV	tout
au	PRP:det	au
long	NOM	long
de	PRP	de
la	DET:ART	le
procédure	NOM	procédure
.	SENT	.
le	DET:ART	le
projet	NOM	projet
de	PRP	de
plu	VER:pper	plaire|pleuvoir
sera	VER:futu	être
transmis	VER:pper	transmettre
pour	PRP	pour
avis	NOM	avis
aux	PRP:det	au
personnes	NOM	personne
publiques	ADJ	publique
qui	PRO:REL	qui
ont	VER:pres	avoir
été	VER:pper	être
associées	VER:pper	associer
à	PRP	à
son	DET:POS	son
élaboration	NOM	élaboration
,	PUN	,
aux	PRP:det	au
maires	NOM	maire
des	PRP:det	du
communes	NOM	commune
limitrophes	ADJ	limitrophe
...	PUN	...
a	VER:pres	avoir
l'	DET:ART	le
unanimité	NOM	unanimité
,	PUN	,
le	DET:ART	le
conseil	NOM	conseil
municipal	ADJ	municipal
approuve	VER:pres	approuver
l'	DET:ART	le
arrêt	NOM	arrêt
du	PRP:det	du
projet	NOM	projet
et	KON	et
sa	DET:POS	son
mise	NOM	mise
en	PRP	en
consultation	NOM	consultation
.	SENT	.
concessions	NOM	concession
au	PRP:det	au
cimetière	NOM	cimetière
:	PUN	:
le	DET:ART	le
maire	NOM	maire
propose	VER:pres	proposer
au	PRP:det	au
conseil	NOM	conseil
une	DET:ART	un
nouvelle	ADJ	nouveau
tarification	NOM	tarification
des	PRP:det	du
concessions	NOM	concession
du	PRP:det	du
cimetière	NOM	cimetière
à	PRP	à
compter	VER:infi	compter
du	PRP:det	du
1	NUM	@card@
e	NOM	e
r	VER:subi	r
janvier	NOM	janvier
2003	NUM	@card@
:	PUN	:
concessions	NOM	concession
trentenaires	ADJ	trentenaire
,	PUN	,
55	NUM	@card@
	NOM	
le	PRO:PER	le
m	VER:futu	m
2	NUM	@card@
;	PUN	;
concessions	NOM	concession
perpétuelles	ADJ	perpétuel
,	PUN	,
220	NUM	@card@
	NOM	
le	DET:ART	le
m	NOM	m
2.	PRO:REL	@ord@
il	PRO:PER	il
rappelle	VER:pres	rappeler
que	KON	que
le	DET:ART	le
minimum	NOM	minimum
de	PRP	de
surface	NOM	surface
concédée	VER:pper	concéder
est	VER:pres	être
de	PRP	de
2,2	NUM	@card@
m.	ABR	m.
a	VER:pres	avoir
l'	DET:ART	le
unanimité	NOM	unanimité
le	DET:ART	le
conseil	NOM	conseil
approuve	VER:pres	approuver
.	SENT	.
centre	NOM	centre
de	PRP	de
loisirs	NOM	loisir
sans	PRP	sans
hébergement	NOM	hébergement
:	PUN	:
après	PRP	après
l'	DET:ART	le
ouverture	NOM	ouverture
d'	PRP	de
un	DET:ART	un
centre	NOM	centre
de	PRP	de
loisirs	NOM	loisir
sans	PRP	sans
hébergement	NOM	hébergement
le	DET:ART	le
mercredi	NOM	mercredi
,	PUN	,
le	DET:ART	le
maire	NOM	maire
explique	VER:pres	expliquer
qu'	KON	que
il	PRO:PER	il
est	VER:pres	être
nécessaire	ADJ	nécessaire
d'	PRP	de
embaucher	VER:infi	embaucher
du	PRP:det	du
personnel	NOM	personnel
.	SENT	.
a	VER:pres	avoir
l'	DET:ART	le
unanimité	NOM	unanimité
,	PUN	,
le	DET:ART	le
conseil	NOM	conseil
décide	VER:pres	décider
de	PRP	de
créer	VER:infi	créer
un	DET:ART	un
poste	NOM	poste
d'	PRP	de
agent	NOM	agent
d'	PRP	de
animation	NOM	animation
contractuel	ADJ	contractuel
.	SENT	.
téléthon	NOM	téléthon
2002	NUM	@card@
:	PUN	:
sur	PRP	sur
la	DET:ART	le
demannde	NOM	demannde
du	PRP:det	du
maire	NOM	maire
,	PUN	,
vote	NOM	vote
à	PRP	à
l'	DET:ART	le
unanimité	NOM	unanimité
une	DET:ART	un
subvention	NOM	subvention
exceptionnelle	ADJ	exceptionnel
de	PRP	de
77	NUM	@card@
	NOM	
au	PRP:det	au
profit	NOM	profit
du	PRP:det	du
téléthon	NOM	téléthon
2002	NUM	@card@
