c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
une	DET:ART	un
pensée	NOM	pensée
émue	VER:pper	émouvoir
pour	PRP	pour
lui	PRO:PER	lui
et	KON	et
sa	DET:POS	son
famille	NOM	famille
,	PUN	,
que	KON	que
les	DET:ART	le
valcolorois	NOM	valcolorois
ont	VER:pres	avoir
appris	VER:pper	apprendre
le	DET:ART	le
décès	NOM	décès
de	PRP	de
rené	VER:pper	renaître
zambaux	ADJ	zambaux
,	PUN	,
survenu	VER:pper	survenir
à	PRP	à
l'	DET:ART	le
âge	NOM	âge
de	PRP	de
85	NUM	@card@
ans	NOM	an
.	SENT	.
souffrant	VER:ppre	souffrir
depuis	PRP	depuis
quelques	PRO:IND	quelque
années	NOM	année
,	PUN	,
m.	ABR	m.
zambaux	NOM	zambaux
a	VER:pres	avoir
été	VER:pper	être
victime	NOM	victime
de	PRP	de
complications	NOM	complication
médicales	ADJ	médical
avant	PRP	avant
son	DET:POS	son
admission	NOM	admission
à	PRP	à
l'	DET:ART	le
hôpital	NOM	hôpital
de	PRP	de
saint-dizier	NOM	saint-dizier
.	SENT	.
m.	ABR	m.
zambaux	NOM	zambaux
avait	VER:impf	avoir
vu	VER:pper	voir
le	DET:ART	le
jour	NOM	jour
à	PRP	à
ante	NOM	ante
,	PUN	,
dans	PRP	dans
la	DET:ART	le
marne	NOM	marne
,	PUN	,
le	DET:ART	le
21	NUM	@card@
octobre	NOM	octobre
1917	NUM	@card@
tout	NOM	tout
jeune	ADJ	jeune
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
entré	VER:pper	entrer
à	PRP	à
la	DET:ART	le
banque	NOM	banque
varin-bernier	ADJ	varin-bernier
de	PRP	de
montier-en-der	NOM	montier-en-der
,	PUN	,
banque	NOM	banque
qu'	KON	que
il	PRO:PER	il
ne	ADV	ne
quittera	VER:futu	quitter
plus	ADV	plus
.	SENT	.
mobilisé	VER:pper	mobiliser
pour	PRP	pour
le	DET:ART	le
second	NUM	second
conflit	NOM	conflit
mondial	ADJ	mondial
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
grièvement	ADV	grièvement
blessé	VER:pper	blesser
à	PRP	à
la	DET:ART	le
tête	NOM	tête
sur	PRP	sur
les	DET:ART	le
plages	NOM	plage
de	PRP	de
dunkerque	NOM	dunkerque
,	PUN	,
en	PRP	en
1940	NUM	@card@
suivront	VER:futu	suivre
de	PRP	de
longues	ADJ	longue
périodes	NOM	période
d'	PRP	de
hospitalisation	NOM	hospitalisation
,	PUN	,
puis	ADV	puis
de	PRP	de
convalescence	NOM	convalescence
.	SENT	.
en	PRP	en
1941	NUM	@card@
à	PRP	à
montier-en-der	NOM	montier-en-der
,	PUN	,
il	PRO:PER	il
épouse	VER:pres	épouser
jacqueline	NOM	jacqueline
.	SENT	.
au	PRP:det	au
gré	NOM	gré
des	PRP:det	du
affectations	NOM	affectation
,	PUN	,
le	DET:ART	le
couple	NOM	couple
se	PRO:PER	se
déplacera	VER:futu	déplacer
,	PUN	,
pour	PRP	pour
venir	VER:infi	venir
habiter	VER:infi	habiter
à	PRP	à
vaucouleurs	NOM	vaucouleurs
,	PUN	,
où	PRO:REL	où
rené	VER:pper	renaître
zambaux	NOM	zambaux
est	VER:pres	être
nommé	VER:pper	nommer
directeur	NOM	directeur
de	PRP	de
la	DET:ART	le
snvb	NOM	snvb
,	PUN	,
en	PRP	en
1969	NUM	@card@
la	DET:ART	le
famille	NOM	famille
y	PRO:PER	y
restera	VER:futu	rester
jusqu'à	NOM	jusqu'à
fin	ADJ	fin
décembre	NOM	décembre
1972	NUM	@card@
où	PRO:REL	où
m.	VER:subi	m.
zambaux	ADJ	zambaux
est	VER:pres	être
nommé	VER:pper	nommer
à	PRP	à
chaumont-cavalier	NOM	chaumont-cavalier
,	PUN	,
jusqu'à	NOM	jusqu'à
sa	DET:POS	son
retraite	NOM	retraite
prise	ADJ	pris
en	PRP	en
1977	NUM	@card@
m.	ABR	m.
et	KON	et
mme	VER:subi	mme
zambaux	ADJ	zambaux
ont	VER:pres	avoir
eu	VER:pper	avoir
cinq	NUM	cinq
enfants	NOM	enfant
:	PUN	:
françoise	ADJ	françoise
,	PUN	,
denis	NOM	denis
,	PUN	,
marie-odile	NOM	marie-odile
,	PUN	,
jean-marie	NOM	jean-marie
et	KON	et
marie-dominique	NOM	marie-dominique
,	PUN	,
qui	PRO:REL	qui
est	VER:pres	être
restée	VER:pper	rester
valcoloroise	ADJ	valcoloroise
,	PUN	,
en	PRO:PER	en
épousant	VER:ppre	épouser
alain	NOM	alain
louis	NOM	louis
.	SENT	.
quatorze	NUM	quatorze
petits-enfants	NOM	petits-enfants
,	PUN	,
puis	ADV	puis
neuf	ADJ	neuf
arrière	VER:pres	arriérer
petits-enfants	NOM	petits-enfants
sont	VER:pres	être
venus	VER:pper	venir
agrandir	VER:infi	agrandir
le	DET:ART	le
cercle	NOM	cercle
familial	ADJ	familial
.	SENT	.
depuis	PRP	depuis
sa	DET:POS	son
retraite	NOM	retraite
prise	ADJ	pris
dans	PRP	dans
sa	DET:POS	son
ville	NOM	ville
de	PRP	de
montier-en-der	NOM	montier-en-der
,	PUN	,
m.	ABR	m.
zambaux	NOM	zambaux
était	VER:impf	être
resté	VER:pper	rester
très	ADV	très
actif	ADJ	actif
,	PUN	,
s'	PRO:PER	se
occupant	VER:ppre	occuper
en	PRP	en
particulier	NOM	particulier
de	PRP	de
la	DET:ART	le
société	NOM	société
hippique	ADJ	hippique
locale	ADJ	local
.	SENT	.
homme	NOM	homme
ouvert	ADJ	ouvert
et	KON	et
dévoué	VER:pper	dévouer
,	PUN	,
il	PRO:PER	il
était	VER:impf	être
très	ADV	très
apprécié	VER:pper	apprécier
et	KON	et
son	DET:POS	son
départ	NOM	départ
laissera	VER:futu	laisser
un	DET:ART	un
grand	ADJ	grand
vide	NOM	vide
.	SENT	.
ses	DET:POS	son
obsèques	NOM	obsèques
religieuses	ADJ	religieux
seront	VER:futu	être
célébrées	VER:pper	célébrer
aujourd'hui	ADV	aujourd'hui
,	PUN	,
à	PRP	à
14	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
l'	DET:ART	le
abbatiale	ADJ	abbatial
de	PRP	de
montier-en-der	NOM	montier-en-der
.	SENT	.
nos	DET:POS	notre
sincères	ADJ	sincère
condoléances	NOM	condoléance
.	SENT	.
